x;y
[25.0, 0.0, -1.0, 1.0, 1.0, 240.0, 1.0, 0.0, 0.0];1
[21.0, 3.0, -8.0, 0.0, 0.0, 142.0, 1.0, 2.0, 1.0];1
[44.0, 4.0, -1.0, 0.0, 0.0, 24.0, 1.0, 2.0, 0.0];0
[40.0, 3.0, 0.0, 0.0, 0.0, 968.0, 1.0, 2.0, 1.0];0
[42.0, 1.0, 0.0, 0.0, 0.0, 7030.0, 1.0, 2.0, 0.0];0
[42.0, 0.0, -1.0, 0.0, 0.0, 25.0, 1.0, 2.0, 0.0];0
[27.0, 7.0, 0.0, 1.0, 1.0, 828.0, 1.0, 0.0, 0.0];1
[58.0, 7.0, -1.0, 1.0, 1.0, 4457.0, 1.0, 2.0, 0.0];1
[35.0, 3.0, 0.0, 0.0, 0.0, 5.0, 0.0, 2.0, 0.0];0
[53.0, 1.0, -1.0, 0.0, 0.0, 25.0, 1.0, 2.0, 1.0];0
[24.0, 9.0, -23.0, 1.0, 1.0, 242.0, 1.0, 2.0, 1.0];1
[51.0, 4.0, -1.0, 1.0, 1.0, 29.0, 1.0, 2.0, 0.0];0
[20.0, 0.0, -1.0, 1.0, 1.0, 27.0, 1.0, 2.0, 0.0];1
[36.0, 1.0, 23.0, 1.0, 1.0, 56.0, 1.0, 2.0, 0.0];0
[39.0, 2.0, -1.0, 1.0, 1.0, 23.0, 0.0, 2.0, 0.0];1
[20.0, 0.0, -1.0, 1.0, 1.0, 53.0, 0.0, 0.0, 0.0];1
[28.0, 5.0, -1.0, 1.0, 1.0, 627.0, 1.0, 2.0, 1.0];1
[41.0, 0.0, -1.0, 0.0, 0.0, 23.0, 0.0, 0.0, 1.0];0
[29.0, 10.0, -1.0, 1.0, 1.0, 701.0, 1.0, 0.0, 0.0];1
[46.0, 0.0, -1.0, 1.0, 1.0, 907.0, 1.0, 2.0, 1.0];0
[45.0, 4.0, 0.0, 0.0, 0.0, 72.0, 1.0, 0.0, 1.0];0
[25.0, 9.0, 0.0, 0.0, 0.0, 1299.0, 1.0, 2.0, 0.0];1
[37.0, 18.0, -1.0, 0.0, 0.0, 26.0, 1.0, 0.0, 1.0];1
[23.0, 0.0, 0.0, 0.0, 0.0, 25.0, 1.0, 0.0, 0.0];0
[32.0, 2.0, -1.0, 1.0, 1.0, 788.0, 0.0, 2.0, 0.0];1
[48.0, 1.0, 2.0, 1.0, 1.0, 3028.0, 1.0, 3.0, 0.0];0
[50.0, 7.0, -1.0, 1.0, 1.0, 45.0, 1.0, 0.0, 0.0];1
[20.0, 1.0, -1.0, 1.0, 1.0, 312.0, 1.0, 2.0, 0.0];1
[30.0, 6.0, -1.0, 1.0, 0.0, 21.0, 1.0, 1.0, 1.0];0
[40.0, 0.0, -1.0, 0.0, 0.0, 28.0, 1.0, 2.0, 0.0];0
[23.0, 3.0, -1.0, 1.0, 1.0, 2189.0, 1.0, 0.0, 0.0];1
[23.0, 0.0, -1.0, 1.0, 0.0, 15.0, 1.0, 5.0, 1.0];0
[36.0, 1.0, -14.0, 0.0, 0.0, 340.0, 1.0, 3.0, 1.0];1
[50.0, 0.0, -1.0, 1.0, 1.0, 20.0, 1.0, 2.0, 0.0];0
[41.0, 0.0, -1.0, 0.0, 0.0, 28.0, 0.0, 3.0, 0.0];0
[26.0, 0.0, -1.0, 0.0, 0.0, 30.0, 0.0, 0.0, 1.0];0
[37.0, 2.0, 0.0, 0.0, 0.0, 5.0, 1.0, 0.0, 0.0];1
[23.0, 0.0, -1.0, 1.0, 0.0, 40.0, 0.0, 0.0, 1.0];0
[21.0, 2.0, -1.0, 0.0, 0.0, 1914.0, 0.0, 0.0, 0.0];1
[28.0, 9.0, -1.0, 1.0, 0.0, 887.0, 1.0, 1.0, 0.0];1
[36.0, 4.0, -4.0, 1.0, 1.0, 50.0, 1.0, 0.0, 0.0];1
[24.0, 1.0, -1.0, 1.0, 1.0, 47.0, 1.0, 0.0, 0.0];0
[26.0, 1.0, -1.0, 1.0, 1.0, 314.0, 1.0, 0.0, 1.0];1
[45.0, 19.0, -1.0, 1.0, 1.0, 46.0, 1.0, 2.0, 0.0];1
[27.0, 9.0, -1.0, 1.0, 1.0, 584.0, 1.0, 0.0, 0.0];1
[55.0, 1.0, -3.0, 0.0, 0.0, 15.0, 1.0, 2.0, 1.0];0
[61.0, 11.0, -1.0, 0.0, 0.0, 27.0, 1.0, 0.0, 0.0];0
[28.0, 0.0, 0.0, 1.0, 1.0, 364.0, 1.0, 0.0, 0.0];0
[29.0, 0.0, 0.0, 1.0, 1.0, 24.0, 1.0, 2.0, 1.0];0
[35.0, 1.0, -1.0, 0.0, 0.0, 15.0, 0.0, 2.0, 1.0];0
[19.0, 1.0, -1.0, 1.0, 1.0, 195.0, 1.0, 2.0, 0.0];1
[36.0, 1.0, 0.0, 0.0, 0.0, -12.0, 0.0, 0.0, 1.0];0
[53.0, 1.0, -21.0, 0.0, 0.0, 504.0, 1.0, 2.0, 0.0];0
[29.0, 0.0, -1.0, 0.0, 0.0, 22.0, 0.0, 0.0, 0.0];0
[27.0, 0.0, 0.0, 1.0, 1.0, 24.0, 0.0, 3.0, 1.0];0
[42.0, 0.0, -3.0, 0.0, 0.0, 40.0, 0.0, 2.0, 0.0];0
[21.0, 0.0, -1.0, 0.0, 0.0, 29.0, 1.0, 0.0, 0.0];0
[28.0, 11.0, -1.0, 1.0, 1.0, 53.0, 1.0, 0.0, 0.0];1
[47.0, 7.0, -1.0, 1.0, 1.0, 29.0, 1.0, 0.0, 0.0];0
[23.0, 3.0, 0.0, 1.0, 1.0, 100.0, 1.0, 0.0, 1.0];1
[25.0, 1.0, -2.0, 1.0, 1.0, 24.0, 0.0, 2.0, 1.0];0
[23.0, 0.0, -1.0, 0.0, 0.0, 121.0, 1.0, 2.0, 0.0];0
[24.0, 3.0, -1.0, 1.0, 1.0, 2351.0, 1.0, 3.0, 0.0];1
[21.0, 0.0, 0.0, 1.0, 1.0, 2336.0, 1.0, 0.0, 1.0];1
[20.0, 1.0, -1.0, 1.0, 1.0, 21.0, 1.0, 0.0, 0.0];1
[25.0, 1.0, 0.0, 1.0, 1.0, 24.0, 1.0, 0.0, 0.0];1
[41.0, 0.0, 0.0, 0.0, 0.0, 4.0, 1.0, 5.0, 1.0];0
[33.0, 12.0, -1.0, 1.0, 1.0, 24.0, 1.0, 0.0, 0.0];1
[26.0, 13.0, -1.0, 1.0, 1.0, -4.0, 1.0, 0.0, 1.0];1
[28.0, 1.0, -25.0, 0.0, 0.0, 582.0, 1.0, 2.0, 1.0];0
[34.0, 14.0, -1.0, 1.0, 1.0, 978.0, 1.0, 3.0, 0.0];1
[44.0, 0.0, 0.0, 0.0, 0.0, 3.0, 1.0, 0.0, 1.0];0
[55.0, 0.0, -7.0, 0.0, 0.0, 139.0, 1.0, 3.0, 1.0];0
[36.0, 3.0, 0.0, 1.0, 1.0, 4.0, 0.0, 0.0, 0.0];1
[49.0, 2.0, -1.0, 0.0, 0.0, 15.0, 1.0, 5.0, 0.0];0
[34.0, 1.0, -3.0, 0.0, 0.0, 53.0, 1.0, 0.0, 1.0];0
[31.0, 5.0, -1.0, 1.0, 0.0, 51.0, 1.0, 0.0, 0.0];0
[35.0, 2.0, -15.0, 0.0, 0.0, 357.0, 0.0, 0.0, 0.0];1
[24.0, 2.0, -1.0, 1.0, 1.0, 23.0, 1.0, 0.0, 0.0];1
[47.0, 0.0, -2.0, 0.0, 0.0, 21.0, 0.0, 0.0, 1.0];0
[25.0, 9.0, -17.0, 0.0, 0.0, 300.0, 1.0, 0.0, 0.0];1
[23.0, 0.0, -1.0, 1.0, 1.0, 112.0, 1.0, 5.0, 1.0];1
[45.0, 0.0, -1.0, 1.0, 1.0, 21.0, 1.0, 0.0, 0.0];1
[59.0, 2.0, -19.0, 0.0, 0.0, 451.0, 1.0, 2.0, 0.0];0
[59.0, 2.0, 0.0, 0.0, 0.0, 307.0, 1.0, 2.0, 0.0];0
[21.0, 0.0, -1.0, 0.0, 0.0, 13.0, 1.0, 2.0, 0.0];1
[29.0, 1.0, 0.0, 0.0, 0.0, 5.0, 1.0, 2.0, 1.0];1
[20.0, 0.0, -1.0, 1.0, 1.0, 4.0, 1.0, 2.0, 0.0];1
[66.0, 0.0, -1.0, 0.0, 0.0, 30.0, 1.0, 2.0, 0.0];0
[56.0, 5.0, -1.0, 1.0, 0.0, 21.0, 1.0, 2.0, 1.0];1
[20.0, 2.0, -1.0, 1.0, 1.0, 246.0, 1.0, 0.0, 0.0];1
[29.0, 5.0, 0.0, 1.0, 1.0, 6.0, 1.0, 0.0, 0.0];1
[64.0, 0.0, -1.0, 0.0, 0.0, 97.0, 0.0, 0.0, 0.0];0
[25.0, 6.0, -1.0, 0.0, 0.0, 18.0, 1.0, 0.0, 1.0];1
[20.0, 0.0, -1.0, 1.0, 1.0, 27.0, 1.0, 0.0, 0.0];1
[35.0, 2.0, -1.0, 0.0, 0.0, 24.0, 1.0, 2.0, 0.0];0
[30.0, 15.0, -1.0, 1.0, 1.0, 43.0, 1.0, 0.0, 0.0];1
[24.0, 2.0, 0.0, 1.0, 1.0, 74.0, 0.0, 0.0, 0.0];1
[23.0, 1.0, -1.0, 0.0, 0.0, 859.0, 1.0, 0.0, 0.0];1
[26.0, 6.0, -1.0, 1.0, 1.0, 24.0, 1.0, 0.0, 0.0];1
[33.0, 0.0, -1.0, 0.0, 0.0, 15.0, 0.0, 2.0, 1.0];0
[28.0, 0.0, -1.0, 0.0, 0.0, 22.0, 0.0, 5.0, 0.0];0
[37.0, 2.0, -1.0, 0.0, 0.0, 696.0, 1.0, 5.0, 0.0];0
[64.0, 20.0, -1.0, 0.0, 0.0, 50.0, 1.0, 0.0, 0.0];1
[24.0, 3.0, 26.0, 1.0, 1.0, 842.0, 1.0, 0.0, 0.0];1
[50.0, 0.0, 0.0, 0.0, 0.0, 23.0, 1.0, 0.0, 0.0];0
[41.0, 8.0, -1.0, 0.0, 0.0, 38.0, 1.0, 0.0, 0.0];0
[23.0, 2.0, 0.0, 1.0, 1.0, 6.0, 1.0, 0.0, 0.0];0
[30.0, 1.0, -27.0, 0.0, 0.0, 5.0, 0.0, 2.0, 1.0];0
[30.0, 14.0, 27.0, 1.0, 1.0, 551.0, 1.0, 0.0, 0.0];1
[25.0, 0.0, 0.0, 0.0, 0.0, 22.0, 0.0, 2.0, 1.0];0
[37.0, 2.0, -12.0, 0.0, 0.0, 291.0, 1.0, 2.0, 1.0];0
[24.0, 2.0, -1.0, 1.0, 1.0, 13.0, 1.0, 0.0, 1.0];0
[22.0, 0.0, -6.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0];1
[29.0, 0.0, -1.0, 0.0, 0.0, -11.0, 0.0, 2.0, 1.0];1
[26.0, 1.0, -1.0, 1.0, 0.0, 170.0, 1.0, 0.0, 1.0];0
[24.0, 0.0, -1.0, 0.0, 0.0, 43.0, 1.0, 0.0, 1.0];0
[26.0, 1.0, -1.0, 0.0, 0.0, 42.0, 0.0, 0.0, 0.0];1
[39.0, 0.0, -1.0, 0.0, 0.0, 27.0, 1.0, 2.0, 0.0];0
[20.0, 0.0, -1.0, 0.0, 0.0, 24.0, 0.0, 0.0, 0.0];1
[27.0, 4.0, -1.0, 1.0, 1.0, 816.0, 1.0, 0.0, 0.0];1
[29.0, 7.0, 0.0, 1.0, 0.0, 54.0, 1.0, 0.0, 0.0];0
[57.0, 6.0, -23.0, 0.0, 0.0, 29.0, 1.0, 2.0, 0.0];0
[19.0, 0.0, -1.0, 1.0, 1.0, 66.0, 1.0, 2.0, 1.0];1
[42.0, 0.0, -1.0, 0.0, 0.0, 15.0, 1.0, 2.0, 0.0];0
[33.0, 0.0, -1.0, 0.0, 0.0, 172.0, 0.0, 0.0, 1.0];1
[34.0, 20.0, -1.0, 1.0, 1.0, 644.0, 1.0, 0.0, 0.0];1
[35.0, 13.0, 0.0, 0.0, 0.0, 57.0, 0.0, 0.0, 0.0];1
[64.0, 1.0, -1.0, 1.0, 1.0, 16.0, 0.0, 0.0, 1.0];0
[22.0, 3.0, 0.0, 0.0, 0.0, 3.0, 1.0, 0.0, 0.0];1
[26.0, 2.0, 0.0, 0.0, 0.0, 38.0, 1.0, 2.0, 0.0];0
[23.0, 1.0, -1.0, 1.0, 1.0, 19.0, 1.0, 0.0, 1.0];0
[23.0, 0.0, -1.0, 0.0, 0.0, 29.0, 1.0, 2.0, 1.0];1
[25.0, 1.0, -1.0, 0.0, 0.0, 27.0, 1.0, 5.0, 0.0];0
[22.0, 0.0, -1.0, 0.0, 0.0, 23.0, 0.0, 2.0, 1.0];1
[21.0, 1.0, -1.0, 1.0, 1.0, 27.0, 1.0, 0.0, 0.0];1
[24.0, 0.0, -1.0, 1.0, 1.0, 16.0, 1.0, 2.0, 0.0];0
[42.0, 9.0, 0.0, 1.0, 1.0, 4.0, 1.0, 0.0, 0.0];1
[24.0, 2.0, -2.0, 0.0, 0.0, 4.0, 0.0, 2.0, 0.0];1
[59.0, 3.0, 0.0, 1.0, 1.0, 31.0, 1.0, 2.0, 1.0];0
[23.0, 1.0, -1.0, 0.0, 0.0, 47.0, 0.0, 0.0, 0.0];0
[35.0, 3.0, 0.0, 1.0, 1.0, 21.0, 1.0, 2.0, 1.0];1
[29.0, 7.0, 0.0, 1.0, 1.0, 45.0, 0.0, 0.0, 0.0];1
[20.0, 1.0, 0.0, 1.0, 1.0, 49.0, 1.0, 0.0, 0.0];1
[25.0, 0.0, 0.0, 0.0, 0.0, 5.0, 1.0, 2.0, 0.0];0
[36.0, 9.0, 0.0, 1.0, 1.0, 29.0, 1.0, 2.0, 1.0];0
[42.0, 0.0, 0.0, 0.0, 0.0, 163.0, 1.0, 0.0, 1.0];1
[22.0, 0.0, -1.0, 1.0, 1.0, 14.0, 1.0, 0.0, 1.0];0
[34.0, 0.0, 0.0, 1.0, 1.0, 5786.0, 1.0, 0.0, 0.0];1
[22.0, 0.0, -1.0, 1.0, 1.0, 15.0, 1.0, 0.0, 0.0];0
[32.0, 2.0, 0.0, 1.0, 1.0, 463.0, 1.0, 0.0, 0.0];1
[23.0, 11.0, -1.0, 1.0, 1.0, 94.0, 1.0, 2.0, 0.0];1
[31.0, 2.0, 0.0, 0.0, 0.0, 2811.0, 0.0, 2.0, 1.0];1
[52.0, 1.0, -1.0, 0.0, 0.0, 15.0, 1.0, 2.0, 0.0];0
[49.0, 0.0, -1.0, 0.0, 0.0, 1770.0, 1.0, 2.0, 0.0];0
[43.0, 2.0, -1.0, 0.0, 0.0, 50.0, 1.0, 0.0, 1.0];0
[23.0, 3.0, 0.0, 1.0, 1.0, 120.0, 0.0, 0.0, 0.0];1
[22.0, 5.0, -2.0, 1.0, 1.0, 116.0, 1.0, 2.0, 0.0];1
[21.0, 1.0, 0.0, 1.0, 1.0, 24.0, 1.0, 0.0, 0.0];1
[36.0, 0.0, -1.0, 1.0, 1.0, 24.0, 1.0, 3.0, 1.0];0
[22.0, 1.0, -19.0, 1.0, 1.0, 431.0, 1.0, 3.0, 0.0];0
[40.0, 1.0, -1.0, 0.0, 0.0, 48.0, 1.0, 0.0, 0.0];0
[40.0, 5.0, 16.0, 0.0, 0.0, 1328.0, 0.0, 2.0, 0.0];1
[29.0, 17.0, -1.0, 1.0, 1.0, 32.0, 1.0, 0.0, 0.0];1
[37.0, 1.0, -1.0, 1.0, 1.0, 16.0, 1.0, 2.0, 1.0];0
[23.0, 0.0, 0.0, 0.0, 0.0, 7.0, 1.0, 2.0, 0.0];0
[57.0, 0.0, -1.0, 0.0, 0.0, 115.0, 1.0, 2.0, 0.0];0
[47.0, 4.0, -1.0, 1.0, 1.0, 20.0, 1.0, 0.0, 0.0];0
[37.0, 11.0, -1.0, 1.0, 1.0, 31.0, 1.0, 0.0, 0.0];1
[33.0, 2.0, -1.0, 0.0, 0.0, 26.0, 1.0, 0.0, 1.0];0
[43.0, 0.0, -1.0, 1.0, 1.0, 28.0, 1.0, 0.0, 0.0];0
[51.0, 7.0, -1.0, 1.0, 1.0, 359.0, 1.0, 2.0, 0.0];0
[27.0, 2.0, -1.0, 1.0, 1.0, 22.0, 1.0, 0.0, 0.0];0
[26.0, 2.0, -1.0, 0.0, 0.0, 15.0, 1.0, 2.0, 0.0];1
[42.0, 8.0, -1.0, 0.0, 0.0, 43.0, 1.0, 0.0, 0.0];1
[33.0, 9.0, -1.0, 1.0, 1.0, 1177.0, 1.0, 2.0, 0.0];1
[44.0, 0.0, -1.0, 1.0, 1.0, 507.0, 1.0, 2.0, 0.0];1
[49.0, 10.0, -1.0, 1.0, 1.0, 236.0, 1.0, 0.0, 0.0];0
[37.0, 2.0, -1.0, 1.0, 0.0, 23.0, 1.0, 3.0, 1.0];0
[36.0, 0.0, -1.0, 0.0, 0.0, 71.0, 1.0, 0.0, 1.0];0
[23.0, 2.0, -1.0, 1.0, 1.0, 28.0, 0.0, 0.0, 0.0];1
[40.0, 3.0, -1.0, 0.0, 0.0, 26.0, 1.0, 0.0, 0.0];0
[21.0, 1.0, 0.0, 1.0, 1.0, 22.0, 1.0, 0.0, 0.0];1
[32.0, 0.0, 0.0, 0.0, 0.0, 240.0, 0.0, 3.0, 1.0];0
[22.0, 3.0, 0.0, 1.0, 1.0, 41.0, 1.0, 0.0, 0.0];1
[57.0, 0.0, -2.0, 0.0, 0.0, -2.0, 1.0, 2.0, 0.0];0
[22.0, 3.0, -2.0, 0.0, 0.0, 27.0, 0.0, 0.0, 1.0];1
[47.0, 0.0, -3.0, 0.0, 0.0, 3.0, 0.0, 2.0, 1.0];0
[36.0, 2.0, -1.0, 1.0, 1.0, 72.0, 1.0, 5.0, 1.0];0
[48.0, 0.0, -1.0, 0.0, 0.0, 13.0, 0.0, 2.0, 1.0];0
[30.0, 9.0, -1.0, 1.0, 1.0, 169.0, 1.0, 2.0, 1.0];1
[52.0, 16.0, -4.0, 1.0, 1.0, 266.0, 1.0, 2.0, 0.0];1
[24.0, 0.0, -1.0, 1.0, 1.0, 33.0, 1.0, 2.0, 0.0];0
[27.0, 8.0, -1.0, 0.0, 0.0, 1635.0, 1.0, 2.0, 0.0];1
[43.0, 4.0, -1.0, 0.0, 0.0, 1148.0, 1.0, 2.0, 0.0];1
[22.0, 1.0, 0.0, 1.0, 1.0, 41.0, 1.0, 3.0, 1.0];1
[34.0, 0.0, -1.0, 0.0, 0.0, 2593.0, 1.0, 5.0, 0.0];0
[41.0, 8.0, 0.0, 1.0, 1.0, 49.0, 1.0, 0.0, 0.0];0
[26.0, 7.0, -1.0, 1.0, 1.0, 26.0, 1.0, 3.0, 0.0];1
[33.0, 3.0, -16.0, 1.0, 1.0, 283.0, 1.0, 2.0, 1.0];0
[23.0, 2.0, -1.0, 1.0, 1.0, 15.0, 0.0, 0.0, 0.0];1
[22.0, 1.0, -28.0, 0.0, 0.0, 317.0, 0.0, 0.0, 0.0];1
[24.0, 0.0, -2.0, 0.0, 0.0, 21.0, 1.0, 0.0, 1.0];1
[39.0, 0.0, 0.0, 1.0, 1.0, 22.0, 1.0, 2.0, 0.0];0
[26.0, 5.0, 0.0, 1.0, 1.0, 7.0, 1.0, 0.0, 0.0];1
[23.0, 1.0, -1.0, 0.0, 0.0, 24.0, 1.0, 0.0, 1.0];1
[21.0, 0.0, -1.0, 0.0, 0.0, 27.0, 1.0, 2.0, 1.0];0
[58.0, 21.0, -1.0, 1.0, 1.0, 1419.0, 1.0, 0.0, 1.0];1
[44.0, 13.0, 0.0, 1.0, 1.0, 405.0, 1.0, 2.0, 0.0];1
[53.0, 8.0, -1.0, 0.0, 0.0, 129.0, 1.0, 2.0, 1.0];0
[55.0, 1.0, -1.0, 1.0, 1.0, 27.0, 1.0, 2.0, 0.0];0
[21.0, 0.0, -1.0, 1.0, 1.0, 792.0, 0.0, 0.0, 0.0];1
[38.0, 2.0, -1.0, 1.0, 1.0, 185.0, 1.0, 2.0, 0.0];1
[22.0, 0.0, 0.0, 0.0, 0.0, 25.0, 1.0, 2.0, 0.0];1
[46.0, 0.0, 0.0, 0.0, 0.0, -3.0, 0.0, 2.0, 1.0];0
[43.0, 0.0, -1.0, 1.0, 1.0, 23.0, 1.0, 2.0, 0.0];1
[20.0, 0.0, -1.0, 0.0, 0.0, 88.0, 1.0, 2.0, 1.0];0
[20.0, 2.0, -1.0, 1.0, 1.0, 796.0, 1.0, 0.0, 0.0];1
[42.0, 0.0, 0.0, 0.0, 0.0, 6.0, 1.0, 2.0, 1.0];0
[34.0, 6.0, -1.0, 0.0, 0.0, 1250.0, 0.0, 0.0, 0.0];0
[23.0, 0.0, -1.0, 0.0, 0.0, 22.0, 1.0, 0.0, 1.0];1
[39.0, 2.0, -26.0, 0.0, 0.0, 68.0, 1.0, 2.0, 1.0];0
[22.0, 0.0, 0.0, 1.0, 1.0, 3.0, 1.0, 2.0, 1.0];1
[37.0, 3.0, -1.0, 1.0, 0.0, 20.0, 1.0, 0.0, 1.0];0
[22.0, 0.0, -1.0, 0.0, 0.0, 29.0, 0.0, 2.0, 1.0];1
[34.0, 1.0, -1.0, 1.0, 1.0, 21.0, 1.0, 3.0, 0.0];0
[35.0, 3.0, -1.0, 1.0, 1.0, 29.0, 1.0, 2.0, 0.0];1
[21.0, 3.0, -1.0, 1.0, 1.0, 24.0, 0.0, 2.0, 1.0];1
[46.0, 2.0, -1.0, 0.0, 0.0, 17.0, 1.0, 2.0, 0.0];0
[33.0, 2.0, -1.0, 0.0, 0.0, 337.0, 0.0, 2.0, 0.0];0
[67.0, 0.0, -3.0, 0.0, 0.0, 18.0, 0.0, 2.0, 1.0];0
[23.0, 4.0, -1.0, 0.0, 0.0, 745.0, 1.0, 0.0, 0.0];1
[60.0, 4.0, -15.0, 0.0, 0.0, 149.0, 1.0, 3.0, 0.0];0
[43.0, 1.0, -1.0, 0.0, 0.0, 24.0, 1.0, 2.0, 1.0];0
[30.0, 2.0, -1.0, 0.0, 0.0, 25.0, 1.0, 5.0, 0.0];0
[35.0, 0.0, -1.0, 0.0, 0.0, 23.0, 0.0, 0.0, 1.0];0
[41.0, 0.0, -1.0, 1.0, 1.0, 93.0, 1.0, 2.0, 1.0];0
[23.0, 1.0, -2.0, 1.0, 1.0, 42.0, 0.0, 0.0, 0.0];1
[28.0, 14.0, -1.0, 1.0, 1.0, 22.0, 1.0, 0.0, 0.0];1
[20.0, 1.0, -22.0, 0.0, 0.0, 13.0, 1.0, 0.0, 1.0];0
[39.0, 3.0, -1.0, 0.0, 0.0, 25.0, 0.0, 2.0, 0.0];0
[24.0, 11.0, -15.0, 1.0, 1.0, 15.0, 1.0, 3.0, 0.0];1
[39.0, 6.0, -1.0, 0.0, 0.0, 22.0, 1.0, 2.0, 0.0];1
[41.0, 5.0, -1.0, 0.0, 0.0, 26.0, 1.0, 2.0, 0.0];0
[30.0, 2.0, -1.0, 1.0, 1.0, 47.0, 1.0, 0.0, 0.0];0
[37.0, 7.0, -1.0, 1.0, 1.0, 1680.0, 1.0, 2.0, 0.0];1
[33.0, 16.0, 0.0, 1.0, 1.0, 792.0, 1.0, 0.0, 1.0];1
[24.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 1.0];0
[24.0, 2.0, -25.0, 0.0, 0.0, 217.0, 1.0, 3.0, 0.0];0
[56.0, 1.0, 0.0, 0.0, 0.0, 366.0, 1.0, 2.0, 0.0];0
[28.0, 21.0, -1.0, 1.0, 0.0, 25.0, 1.0, 0.0, 0.0];1
[28.0, 1.0, -1.0, 1.0, 1.0, 25.0, 0.0, 3.0, 0.0];0
[35.0, 7.0, -1.0, 0.0, 0.0, 4682.0, 1.0, 0.0, 0.0];0
[22.0, 0.0, -1.0, 0.0, 0.0, 48.0, 1.0, 0.0, 0.0];1
[31.0, 1.0, -1.0, 1.0, 1.0, 791.0, 1.0, 2.0, 0.0];1
[25.0, 0.0, -1.0, 0.0, 0.0, 15.0, 1.0, 2.0, 1.0];0
[29.0, 7.0, -1.0, 1.0, 1.0, 24.0, 1.0, 2.0, 0.0];1
[45.0, 6.0, -1.0, 1.0, 1.0, 47.0, 0.0, 1.0, 0.0];0
[32.0, 4.0, -1.0, 1.0, 1.0, 9937.0, 1.0, 0.0, 0.0];1
[47.0, 1.0, -3.0, 1.0, 0.0, 14.0, 1.0, 0.0, 0.0];0
[46.0, 0.0, -1.0, 0.0, 0.0, 26.0, 1.0, 3.0, 0.0];0
[31.0, 6.0, -1.0, 0.0, 0.0, 74.0, 1.0, 2.0, 0.0];0
[30.0, 0.0, 0.0, 0.0, 0.0, 4.0, 1.0, 2.0, 1.0];0
[68.0, 5.0, -4.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0];0
[33.0, 0.0, 0.0, 1.0, 1.0, 20.0, 1.0, 0.0, 0.0];1
[57.0, 2.0, -28.0, 0.0, 0.0, 220.0, 1.0, 2.0, 0.0];0
[23.0, 4.0, 0.0, 1.0, 1.0, -11.0, 1.0, 2.0, 0.0];1
[43.0, 2.0, -1.0, 1.0, 1.0, 46.0, 0.0, 0.0, 0.0];0
[22.0, 2.0, -1.0, 0.0, 0.0, 23.0, 0.0, 2.0, 0.0];0
[26.0, 8.0, -1.0, 1.0, 1.0, 1005.0, 1.0, 2.0, 0.0];1
[37.0, 0.0, -1.0, 0.0, 0.0, 20.0, 0.0, 0.0, 1.0];0
[26.0, 7.0, -19.0, 0.0, 0.0, 458.0, 1.0, 0.0, 0.0];1
[26.0, 0.0, -1.0, 0.0, 0.0, 25.0, 1.0, 2.0, 1.0];0
[36.0, 1.0, -1.0, 0.0, 0.0, 17.0, 1.0, 2.0, 1.0];0
[25.0, 1.0, -1.0, 0.0, 0.0, 24.0, 1.0, 2.0, 0.0];1
[29.0, 0.0, -1.0, 1.0, 1.0, 19.0, 1.0, 2.0, 1.0];0
[21.0, 1.0, -1.0, 1.0, 1.0, 121.0, 1.0, 2.0, 0.0];1
[55.0, 0.0, -1.0, 0.0, 0.0, 17.0, 0.0, 3.0, 0.0];0
[31.0, 9.0, 0.0, 1.0, 1.0, 23.0, 1.0, 0.0, 0.0];1
[33.0, 13.0, 0.0, 1.0, 1.0, 6.0, 1.0, 0.0, 0.0];1
[34.0, 2.0, -12.0, 1.0, 0.0, 293.0, 1.0, 0.0, 0.0];0
[39.0, 2.0, -1.0, 1.0, 0.0, 15.0, 1.0, 2.0, 1.0];0
[20.0, 1.0, -1.0, 1.0, 1.0, 28.0, 1.0, 5.0, 0.0];1
[34.0, 11.0, 0.0, 1.0, 1.0, 20.0, 1.0, 0.0, 0.0];1
[69.0, 0.0, -3.0, 0.0, 0.0, 21.0, 1.0, 2.0, 1.0];0
[35.0, 2.0, 0.0, 1.0, 1.0, 822.0, 1.0, 2.0, 1.0];0
[47.0, 7.0, -1.0, 1.0, 1.0, 1368.0, 1.0, 0.0, 0.0];0
[45.0, 0.0, 0.0, 0.0, 0.0, -2.0, 1.0, 5.0, 1.0];0
[52.0, 15.0, 0.0, 1.0, 1.0, 22.0, 1.0, 0.0, 1.0];0
[27.0, 3.0, 0.0, 1.0, 1.0, 55.0, 0.0, 0.0, 0.0];1
[38.0, 37.0, -1.0, 1.0, 1.0, 741.0, 1.0, 0.0, 1.0];1
[23.0, 1.0, -1.0, 1.0, 1.0, 89.0, 1.0, 0.0, 0.0];0
[26.0, 2.0, -1.0, 1.0, 0.0, 17.0, 1.0, 2.0, 0.0];1
[39.0, 0.0, -1.0, 1.0, 1.0, 41.0, 0.0, 2.0, 0.0];0
[21.0, 0.0, -1.0, 1.0, 1.0, 44.0, 1.0, 0.0, 0.0];1
[25.0, 0.0, 0.0, 0.0, 0.0, 5.0, 1.0, 0.0, 0.0];1
[37.0, 1.0, -1.0, 1.0, 1.0, 19.0, 1.0, 3.0, 0.0];0
